Recording	Participant	AOI	Total_duration_of_fixations	Average_duration_of_fixations	Minimum_duration_of_fixations	Maximum_duration_of_fixations	Number_of_fixations	Average_pupil_diameter	Total_duration_of_Visit	Average_duration_of_Visit	Minimum_duration_of_Visit	Maximum_duration_of_Visit	Number_of_Visits	Total_duration_of_Glances	Average_duration_of_Glances	Minimum_duration_of_Glances	Maximum_duration_of_Glances	Number_of_Glances	Number_of_saccades_in_AOI	Time_to_entry_saccade	Time_to_exit_saccade	Peak_velocity_of_entry_saccade	Peak_velocity_of_exit_saccade
Recording20	Participant5	Rectangle 6	1299	217	133	333	6	3.26177	1299	217	133	333	6	1432	239	150	350	6	0	28163	30428	180.76	73.98
Recording20	Participant5	Rectangle 7	15489	204	67	633	76	3.12274	18187	1070	117	2981	17	19003	1118	167	3048	17	49	41170	43102	139.2	615.32
Recording20	Participant5	Rectangle 8	30162	245	67	1016	123	3.13898	34925	1397	133	5246	25	35724	1429	150	5263	25	81	43102	47666	615.32	247.58
Recording20	Participant5	Rectangle 9	4747	264	83	766	18	3.0826	5163	516	83	1915	10	5513	551	150	1949	10	7	43102	46217	615.32	88.37
Recording20	Participant5	Rectangle 10	9077	239	67	1016	38	3.11498	10309	736	117	3214	14	10676	763	133	3248	14	18	46217	46433	88.37	67.59
Recording20	Participant5	Rectangle 11	4580	254	117	483	18	3.21897	5296	662	117	1899	8	5596	699	150	1932	8	8	47266	47666	184.69	247.58
Recording20	Participant5	Rectangle 12	1949	162	100	366	12	3.15253	2598	866	550	1216	3	2648	883	566	1232	3	6	54144	54710	74.69	222.09
Recording20	Participant5	Rectangle 13	8727	257	67	550	34	3.14172	9726	973	133	2049	10	9976	998	150	2082	10	22	60623	61955	41.31	328.77
Recording20	Participant5	Rectangle 14	46285	321	19	1665	144	3.18941	50666	1448	150	13024	35	52231	1492	200	13074	35	95	107922	107190	122.98	191.79
Recording20	Participant5	Rectangle 15	1349	270	133	433	5	3.3759	1416	472	133	849	3	1516	505	150	899	3	2	155622	156521	89.92	117.85
Recording20	Participant5	Rectangle 16	15789	282	83	966	56	3.30093	17171	715	117	2998	24	18204	758	150	3015	24	25	146345	158736	40.53	32.81
Recording20	Participant5	Rectangle 17	983	246	133	433	4	3.3829	983	246	133	433	4	1116	279	150	466	4	0	155622	155838	89.92	51.77
Recording20	Participant5	Rectangle 18	366	366	366	366	1	3.3571	366	366	366	366	1	400	400	400	400	1	0	155838	156238	51.77	77.12
Recording20	Participant5	Rectangle 19	0				0		0				0	0				0	0				
Recording20	Participant5	Rectangle 20	0				0		0				0	0				0	0				
Recording20	Participant5	Rectangle 21	0				0		0				0	0				0	0				
Recording20	Participant5	Rectangle 22	4563	228	67	483	20	3.29314	4763	366	83	1016	13	5063	389	100	1049	13	7	107523	107922	57.05	122.98
Recording20	Participant5	Rectangle 23	12541	220	67	550	57	3.29863	13757	764	67	2998	18	14423	801	83	3048	18	37	112436	112602	60.94	35.09
Recording20	Participant5	Rectangle 24	8527	275	67	733	31	3.31129	8844	553	67	2465	16	9227	577	83	2482	16	15	142664	145146	48.56	214.17
Recording20	Participant5	Rectangle 25	22222	250	38	949	89	3.25704	26036	1736	167	5367	15	26635	1776	200	5367	15	59	223473	223773	136.46	90.63
Recording20	Participant5	Rectangle 26	566	142	67	200	4	3.29226	566	142	67	200	4	733	183	100	250	4	0	254717	254967	154.87	90.59
Recording20	Participant5	Rectangle 27	2065	229	83	400	9	3.25778	2098	300	83	633	7	2315	331	133	650	7	2	253868	250887	130.05	45.95
Recording20	Participant5	Rectangle 28	0				0		0				0	0				0	0				
Recording20	Participant5	Rectangle 29	566	142	67	200	4	3.29226	566	142	67	200	4	733	183	100	250	4	0	254717	254967	154.87	90.59
Recording20	Participant5	Rectangle 30	0				0		0				0	0				0	0				
Recording20	Participant5	Rectangle 31	0				0		0				0	0				0	0				
Recording20	Participant5	Rectangle 32	0				0		0				0	0				0	0				
Recording20	Participant5	Rectangle 33	3864	184	67	366	21	3.27202	4447	741	100	1616	6	4663	777	167	1632	6	13	223773	223473	90.63	136.46
Recording20	Participant5	Rectangle 34	3747	250	83	633	15	3.14757	4180	697	83	2631	6	4430	738	117	2698	6	8	231634	231750	80.54	47.29
Recording20	Participant5	Rectangle 35	3048	305	100	583	10	3.25675	3148	525	433	699	6	3348	558	450	716	6	4	244441	244924	106.9	194.47
Recording20	Participant5	Rectangle 36	26079	253	67	1299	103	3.3497	30260	1164	100	8611	26	31226	1201	148	8660	26	60	268058	267908	63.76	245.82
Recording20	Participant5	Rectangle 37	716	143	83	250	5	3.47581	749	187	83	366	4	849	212	100	366	4	1	309661	309811	71.79	99.25
Recording20	Participant5	Rectangle 38	3064	192	100	366	16	3.40841	3281	365	150	1316	9	3614	402	183	1332	9	6	315674	315890	52.37	268.69
Recording20	Participant5	Rectangle 39	200	200	200	200	1	3.43641	200	200	200	200	1	233	233	233	233	1	0	310128	310361	76.67	34.96
Recording20	Participant5	Rectangle 40	183	92	83	100	2	3.50646	183	92	83	100	2	250	125	100	150	2	0	309661	309811	71.79	99.25
Recording20	Participant5	Rectangle 41	250	250	250	250	1	3.48241	250	250	250	250	1	250	250	250	250	1	0		333228		74.85
Recording20	Participant5	Rectangle 42	83	83	83	83	1	3.48311	83	83	83	83	1	117	117	117	117	1	0	333228	333344	74.85	187.74
Recording20	Participant5	Rectangle 43	0				0		0				0	0				0	0				
Recording20	Participant5	Rectangle 44	4264	237	83	533	18	3.34196	4563	570	83	2415	8	4813	602	100	2465	8	10	270106	273287	37.97	253.83
Recording20	Participant5	Rectangle 45	8011	250	83	550	32	3.42989	8677	789	167	2748	11	9093	827	200	2781	11	18	286428	286628	214.78	44.4
Recording20	Participant5	Rectangle 46	10159	267	67	749	38	3.37109	11975	1197	67	5713	10	12341	1234	83	5746	10	20	309811	307979	99.25	231.53
Recording20	Participant5	Rectangle	15621	226	67	600	69	3.32714	17420	1244	333	2848	14	18086	1292	400	2898	14	53	132701	133683	286.97	214.11
Recording20	Participant5	Rectangle 1	10709	261	67	983	41	3.30581	11708	781	150	1715	15	12275	818	167	1782	15	24	133683	132701	214.11	286.97
Recording20	Participant5	Rectangle 2	1216	304	67	683	4	3.30491	1316	658	67	1249	2	1382	691	117	1266	2	2	134899	135016	166.05	36.62
Recording20	Participant5	Rectangle 3	2615	291	150	533	9	3.38494	2798	700	183	1166	4	2931	733	217	1182	4	5	132484	132701	39.11	286.97
Recording20	Participant5	Rectangle 4	1915	213	83	383	9	3.28252	2115	529	150	1166	4	2182	545	167	1182	4	4	144242	132484	229.1	39.11
Recording20	Participant5	Rectangle 5	2448	306	117	983	8	3.23335	2548	510	117	1182	5	2781	556	167	1232	5	3	148356	148623	402.25	46.25
Recording20	Participant5	Rectangle 6	1299	217	133	333	6	3.26177	1299	217	133	333	6	1432	239	150	350	6	0	152736	155001	180.76	73.98
Recording20	Participant5	Rectangle 7	15489	204	67	633	76	3.12274	18187	1070	117	2981	17	19003	1118	167	3048	17	49	165744	167676	139.2	615.32
Recording20	Participant5	Rectangle 8	30162	245	67	1016	123	3.13898	34925	1397	133	5246	25	35724	1429	150	5263	25	81	167676	172239	615.32	247.58
Recording20	Participant5	Rectangle 9	4747	264	83	766	18	3.0826	5163	516	83	1915	10	5513	551	150	1949	10	7	167676	170790	615.32	88.37
Recording20	Participant5	Rectangle 10	9077	239	67	1016	38	3.11498	10309	736	117	3214	14	10676	763	133	3248	14	18	170790	171007	88.37	67.59
Recording20	Participant5	Rectangle 11	4580	254	117	483	18	3.21897	5296	662	117	1899	8	5596	699	150	1932	8	8	171839	172239	184.69	247.58
Recording20	Participant5	Rectangle 12	1949	162	100	366	12	3.15253	2598	866	550	1216	3	2648	883	566	1232	3	6	178718	179284	74.69	222.09
Recording20	Participant5	Rectangle 13	8727	257	67	550	34	3.14172	9726	973	133	2049	10	9976	998	150	2082	10	22	185196	186529	41.31	328.77
Recording20	Participant5	Rectangle 14	46285	321	19	1665	144	3.18941	50666	1448	150	13024	35	52231	1492	200	13074	35	95	232496	231763	122.98	191.79
Recording20	Participant5	Rectangle 15	1349	270	133	433	5	3.3759	1416	472	133	849	3	1516	505	150	899	3	2	280195	281094	89.92	117.85
Recording20	Participant5	Rectangle 16	15789	282	83	966	56	3.30093	17171	715	117	2998	24	18204	758	150	3015	24	25	270918	283310	40.53	32.81
Recording20	Participant5	Rectangle 17	983	246	133	433	4	3.3829	983	246	133	433	4	1116	279	150	466	4	0	280195	280412	89.92	51.77
Recording20	Participant5	Rectangle 18	366	366	366	366	1	3.3571	366	366	366	366	1	400	400	400	400	1	0	280412	280811	51.77	77.12
Recording20	Participant5	Rectangle 19	0				0		0				0	0				0	0				
Recording20	Participant5	Rectangle 20	0				0		0				0	0				0	0				
Recording20	Participant5	Rectangle 21	0				0		0				0	0				0	0				
Recording20	Participant5	Rectangle 22	4563	228	67	483	20	3.29314	4763	366	83	1016	13	5063	389	100	1049	13	7	232096	232496	57.05	122.98
Recording20	Participant5	Rectangle 23	12541	220	67	550	57	3.29863	13757	764	67	2998	18	14423	801	83	3048	18	37	237009	237176	60.94	35.09
Recording20	Participant5	Rectangle 24	8527	275	67	733	31	3.31129	8844	553	67	2465	16	9227	577	83	2482	16	15	267238	269719	48.56	214.17
Recording20	Participant5	Rectangle 25	22222	250	38	949	89	3.25704	26036	1736	167	5367	15	26635	1776	200	5367	15	59	348047	348346	136.46	90.63
Recording20	Participant5	Rectangle 26	566	142	67	200	4	3.29226	566	142	67	200	4	733	183	100	250	4	0	379291	379541	154.87	90.59
Recording20	Participant5	Rectangle 27	2065	229	83	400	9	3.25778	2098	300	83	633	7	2315	331	133	650	7	2	378441	375460	130.05	45.95
Recording20	Participant5	Rectangle 28	0				0		0				0	0				0	0				
Recording20	Participant5	Rectangle 29	566	142	67	200	4	3.29226	566	142	67	200	4	733	183	100	250	4	0	379291	379541	154.87	90.59
Recording20	Participant5	Rectangle 30	0				0		0				0	0				0	0				
Recording20	Participant5	Rectangle 31	0				0		0				0	0				0	0				
Recording20	Participant5	Rectangle 32	0				0		0				0	0				0	0				
Recording20	Participant5	Rectangle 33	3864	184	67	366	21	3.27202	4447	741	100	1616	6	4663	777	167	1632	6	13	348346	348047	90.63	136.46
Recording20	Participant5	Rectangle 34	3747	250	83	633	15	3.14757	4180	697	83	2631	6	4430	738	117	2698	6	8	356207	356324	80.54	47.29
Recording20	Participant5	Rectangle 35	3048	305	100	583	10	3.25675	3148	525	433	699	6	3348	558	450	716	6	4	369015	369498	106.9	194.47
Recording20	Participant5	Rectangle 36	26079	253	67	1299	103	3.3497	30260	1164	100	8611	26	31226	1201	148	8660	26	60	392631	392481	63.76	245.82
Recording20	Participant5	Rectangle 37	716	143	83	250	5	3.47581	749	187	83	366	4	849	212	100	366	4	1	434235	434385	71.79	99.25
Recording20	Participant5	Rectangle 38	3064	192	100	366	16	3.40841	3281	365	150	1316	9	3614	402	183	1332	9	6	440247	440464	52.37	268.69
Recording20	Participant5	Rectangle 39	200	200	200	200	1	3.43641	200	200	200	200	1	233	233	233	233	1	0	434701	434934	76.67	34.96
Recording20	Participant5	Rectangle 40	183	92	83	100	2	3.50646	183	92	83	100	2	250	125	100	150	2	0	434235	434385	71.79	99.25
Recording20	Participant5	Rectangle 41	250	250	250	250	1	3.48241	250	250	250	250	1	250	250	250	250	1	0		457801		74.85
Recording20	Participant5	Rectangle 42	83	83	83	83	1	3.48311	83	83	83	83	1	117	117	117	117	1	0	457801	457918	74.85	187.74
Recording20	Participant5	Rectangle 43	0				0		0				0	0				0	0				
Recording20	Participant5	Rectangle 44	4264	237	83	533	18	3.34196	4563	570	83	2415	8	4813	602	100	2465	8	10	394680	397861	37.97	253.83
Recording20	Participant5	Rectangle 45	8011	250	83	550	32	3.42989	8677	789	167	2748	11	9093	827	200	2781	11	18	411002	411201	214.78	44.4
Recording20	Participant5	Rectangle 46	10159	267	67	749	38	3.37109	11975	1197	67	5713	10	12341	1234	83	5746	10	20	434385	432553	99.25	231.53
Recording23	Participant6	Rectangle	4520	205	57	450	22	3.24556	5253	1751	483	3787	3	5336	1779	550	3787	3	15	23373		464.8	
Recording23	Participant6	Rectangle 1	5579	223	83	716	25	3.2013	6412	2137	1932	2465	3	6562	2187	1949	2532	3	21		23373		464.8
Recording23	Participant6	Rectangle 2	1616	269	133	716	6	3.17959	1749	874	283	1466	2	1765	883	283	1482	2	4		22906		307.33
Recording23	Participant6	Rectangle 3	3597	200	83	366	18	3.20736	4097	1366	416	2465	3	4247	1416	466	2532	3	15	22906	23373	307.33	464.8
Recording23	Participant6	Rectangle 4	366	366	366	366	1	3.23741	366	366	366	366	1	433	433	433	433	1	0		28119		59.71
Recording23	Participant6	Rectangle 5	0				0		0				0	0				0	0				
Recording23	Participant6	Rectangle 6	0				0		0				0	0				0	0				
Recording23	Participant6	Rectangle 7	11558	218	67	849	53	3.17511	13174	941	117	4547	14	13907	993	150	4580	14	35	35197	39778	296.54	248.97
Recording23	Participant6	Rectangle 8	30545	226	67	983	135	3.13473	36706	1932	117	7761	19	37555	1977	150	7844	19	99	39778	40044	248.97	151.28
Recording23	Participant6	Rectangle 9	8177	210	67	483	39	3.11385	10191	1132	167	2715	9	10508	1168	183	2765	9	24	39778	40044	248.97	151.28
Recording23	Participant6	Rectangle 10	8444	235	67	533	36	3.17899	9660	878	283	1832	11	10159	924	350	1849	11	22	46406	46756	219.62	263.67
Recording23	Participant6	Rectangle 11	3181	289	83	983	11	3.19537	3348	1116	83	3114	3	3481	1160	150	3164	3	8	55216	52402	202.16	56.07
Recording23	Participant6	Rectangle 12	5912	204	83	566	29	3.08681	7012	779	83	2282	9	7361	818	133	2365	9	16	58914	61279	572.11	517.1
Recording23	Participant6	Rectangle 13	4663	245	83	616	19	3.11206	5413	1083	217	3847	5	5546	1109	233	3881	5	12	61279	62028	517.1	58
Recording23	Participant6	Rectangle 14	88838	357	67	2265	249	3.35646	107192	3573	117	19286	30	108691	3623	183	19336	30	152	112208	124449	118.26	284.36
Recording23	Participant6	Rectangle 15	6712	210	67	433	32	3.38686	7861	873	100	2032	9	8177	909	100	2065	9	21	178877	123983	123.52	50.74
Recording23	Participant6	Rectangle 16	13790	306	67	883	45	3.2834	15356	1024	83	4230	15	15922	1061	117	4247	15	25	158241	158425	129.62	94.37
Recording23	Participant6	Rectangle 17	899	225	67	333	4	3.35215	899	225	67	333	4	1066	266	100	350	4	0	178877	179143	123.52	93.9
Recording23	Participant6	Rectangle 18	1749	175	100	316	10	3.39139	2015	288	100	683	7	2198	314	100	716	7	2	216017	123983	346.61	50.74
Recording23	Participant6	Rectangle 19	899	225	150	333	4	3.40291	916	305	250	333	3	1016	339	283	366	3	1	216383	216750	93.13	43.76
Recording23	Participant6	Rectangle 20	1482	247	83	433	6	3.38789	1516	303	200	433	5	1699	340	233	450	5	1	215484	215850	155.55	69.57
Recording23	Participant6	Rectangle 21	1449	241	100	400	6	3.3856	1482	296	133	533	5	1665	333	167	583	5	1	215850	216017	69.57	346.61
Recording23	Participant6	Rectangle 22	16688	274	67	833	61	3.37826	19386	1077	133	2598	18	20052	1114	200	2631	18	35	123233	112208	43	118.26
Recording23	Participant6	Rectangle 23	9477	226	67	616	42	3.37583	10542	527	67	3881	20	11192	560	83	3931	20	20	157242	157875	263.68	49.82
Recording23	Participant6	Rectangle 24	14723	289	83	1099	51	3.3173	16355	861	83	3164	19	16938	891	100	3181	19	27	157875	158241	49.82	129.62
Recording23	Participant6	Rectangle 25	25873	319	67	1199	81	3.29087	30919	3092	516	9360	10	31269	3127	550	9377	10	55	294044	292962	176.45	287.18
Recording23	Participant6	Rectangle 26	3314	331	133	716	10	3.36874	3531	1177	650	2165	3	3581	1194	666	2198	3	7	304004	304670	283.82	277.33
Recording23	Participant6	Rectangle 27	2665	266	67	749	10	3.26879	2898	483	67	1799	6	3131	522	117	1832	6	3	301289	301772	42.71	46.75
Recording23	Participant6	Rectangle 28	266	266	266	266	1	3.43804	266	266	266	266	1	300	300	300	300	1	0	326754	327054	113.33	170.93
Recording23	Participant6	Rectangle 29	566	283	200	366	2	3.52654	566	283	200	366	2	600	300	217	383	2	0	304004	304387	283.82	120.83
Recording23	Participant6	Rectangle 30	1332	333	250	566	4	3.38454	1332	333	250	566	4	1449	362	283	583	4	0	304387	304670	120.83	277.33
Recording23	Participant6	Rectangle 31	1016	508	300	716	2	3.23227	1016	508	300	716	2	1099	550	333	766	2	0	327554	328320	60.59	58.6
Recording23	Participant6	Rectangle 32	0				0		0				0	0				0	0				
Recording23	Participant6	Rectangle 33	4014	175	67	383	23	3.34896	4730	1182	183	2981	4	4896	1224	233	3015	4	18	295360	294044	91.58	176.45
Recording23	Participant6	Rectangle 34	4214	248	67	450	17	3.24168	4896	816	133	2865	6	5180	863	183	2931	6	9	308034	323240	221.31	49.25
Recording23	Participant6	Rectangle 35	7628	246	67	516	31	3.36796	8860	738	117	2332	12	9210	768	133	2365	12	15	301039	301289	39.24	42.71
Recording23	Participant6	Rectangle 36	71793	278	45	1116	258	3.47444	90538	4115	83	28891	22	91454	4157	100	28908	22	163	362145	362978	225.12	174.76
Recording23	Participant6	Rectangle 37	2548	283	83	700	9	3.41606	2748	1374	949	1799	2	2815	1407	966	1849	2	7	467961	509548	220.45	182.98
Recording23	Participant6	Rectangle 38	9060	259	67	516	35	3.43591	10859	1357	67	8494	8	11142	1393	100	8511	8	19	432740	432840	34.09	46.9
Recording23	Participant6	Rectangle 39	949	475	250	700	2	3.56844	949	475	250	700	2	999	500	283	716	2	0	469527	509548	67.02	182.98
Recording23	Participant6	Rectangle 40	500	167	83	300	3	3.35931	533	266	233	300	2	583	291	250	333	2	1	469194	469527	58.26	67.02
Recording23	Participant6	Rectangle 41	583	583	583	583	1	3.26905	583	583	583	583	1	616	616	616	616	1	0	468578	469194	91.39	58.26
Recording23	Participant6	Rectangle 42	366	183	133	233	2	3.36025	366	183	133	233	2	450	225	183	266	2	0	467961	468145	220.45	36.95
Recording23	Participant6	Rectangle 43	150	150	150	150	1	3.34835	150	150	150	150	1	167	167	167	167	1	0	468145	468311	36.95	68.97
Recording23	Participant6	Rectangle 44	13923	253	83	516	55	3.35532	15322	1094	100	3064	14	15872	1134	150	3114	14	39	360780	362145	51.2	225.12
Recording23	Participant6	Rectangle 45	8994	281	100	1149	32	3.37033	10026	1253	167	3797	8	10276	1284	183	3831	8	22	385912	425495	501.54	30.66
Recording23	Participant6	Rectangle 46	16288	276	67	1166	59	3.34891	18653	1166	67	5846	16	19286	1205	133	5862	16	36	415685	415819	131.32	33.01
Recording23	Participant6	Rectangle	4520	205	57	450	22	3.24556	5253	1751	483	3787	3	5336	1779	550	3787	3	15	67492		464.8	
Recording23	Participant6	Rectangle 1	5579	223	83	716	25	3.2013	6412	2137	1932	2465	3	6562	2187	1949	2532	3	21		67492		464.8
Recording23	Participant6	Rectangle 2	1616	269	133	716	6	3.17959	1749	874	283	1466	2	1765	883	283	1482	2	4		67026		307.33
Recording23	Participant6	Rectangle 3	3597	200	83	366	18	3.20736	4097	1366	416	2465	3	4247	1416	466	2532	3	15	67026	67492	307.33	464.8
Recording23	Participant6	Rectangle 4	366	366	366	366	1	3.23741	366	366	366	366	1	433	433	433	433	1	0		72238		59.71
Recording23	Participant6	Rectangle 5	0				0		0				0	0				0	0				
Recording23	Participant6	Rectangle 6	0				0		0				0	0				0	0				
Recording23	Participant6	Rectangle 7	11558	218	67	849	53	3.17511	13174	941	117	4547	14	13907	993	150	4580	14	35	79317	83897	296.54	248.97
Recording23	Participant6	Rectangle 8	30545	226	67	983	135	3.13473	36706	1932	117	7761	19	37555	1977	150	7844	19	99	83897	84163	248.97	151.28
Recording23	Participant6	Rectangle 9	8177	210	67	483	39	3.11385	10191	1132	167	2715	9	10508	1168	183	2765	9	24	83897	84163	248.97	151.28
Recording23	Participant6	Rectangle 10	8444	235	67	533	36	3.17899	9660	878	283	1832	11	10159	924	350	1849	11	22	90525	90875	219.62	263.67
Recording23	Participant6	Rectangle 11	3181	289	83	983	11	3.19537	3348	1116	83	3114	3	3481	1160	150	3164	3	8	99336	96521	202.16	56.07
Recording23	Participant6	Rectangle 12	5912	204	83	566	29	3.08681	7012	779	83	2282	9	7361	818	133	2365	9	16	103033	105398	572.11	517.1
Recording23	Participant6	Rectangle 13	4663	245	83	616	19	3.11206	5413	1083	217	3847	5	5546	1109	233	3881	5	12	105398	106148	517.1	58
Recording23	Participant6	Rectangle 14	88838	357	67	2265	249	3.35646	107192	3573	117	19286	30	108691	3623	183	19336	30	152	156327	168568	118.26	284.36
Recording23	Participant6	Rectangle 15	6712	210	67	433	32	3.38686	7861	873	100	2032	9	8177	909	100	2065	9	21	222996	168102	123.52	50.74
Recording23	Participant6	Rectangle 16	13790	306	67	883	45	3.2834	15356	1024	83	4230	15	15922	1061	117	4247	15	25	202361	202544	129.62	94.37
Recording23	Participant6	Rectangle 17	899	225	67	333	4	3.35215	899	225	67	333	4	1066	266	100	350	4	0	222996	223262	123.52	93.9
Recording23	Participant6	Rectangle 18	1749	175	100	316	10	3.39139	2015	288	100	683	7	2198	314	100	716	7	2	260136	168102	346.61	50.74
Recording23	Participant6	Rectangle 19	899	225	150	333	4	3.40291	916	305	250	333	3	1016	339	283	366	3	1	260502	260869	93.13	43.76
Recording23	Participant6	Rectangle 20	1482	247	83	433	6	3.38789	1516	303	200	433	5	1699	340	233	450	5	1	259603	259969	155.55	69.57
Recording23	Participant6	Rectangle 21	1449	241	100	400	6	3.3856	1482	296	133	533	5	1665	333	167	583	5	1	259969	260136	69.57	346.61
Recording23	Participant6	Rectangle 22	16688	274	67	833	61	3.37826	19386	1077	133	2598	18	20052	1114	200	2631	18	35	167352	156327	43	118.26
Recording23	Participant6	Rectangle 23	9477	226	67	616	42	3.37583	10542	527	67	3881	20	11192	560	83	3931	20	20	201361	201994	263.68	49.82
Recording23	Participant6	Rectangle 24	14723	289	83	1099	51	3.3173	16355	861	83	3164	19	16938	891	100	3181	19	27	201994	202361	49.82	129.62
Recording23	Participant6	Rectangle 25	25873	319	67	1199	81	3.29087	30919	3092	516	9360	10	31269	3127	550	9377	10	55	338163	337081	176.45	287.18
Recording23	Participant6	Rectangle 26	3314	331	133	716	10	3.36874	3531	1177	650	2165	3	3581	1194	666	2198	3	7	348123	348789	283.82	277.33
Recording23	Participant6	Rectangle 27	2665	266	67	749	10	3.26879	2898	483	67	1799	6	3131	522	117	1832	6	3	345408	345891	42.71	46.75
Recording23	Participant6	Rectangle 28	266	266	266	266	1	3.43804	266	266	266	266	1	300	300	300	300	1	0	370873	371173	113.33	170.93
Recording23	Participant6	Rectangle 29	566	283	200	366	2	3.52654	566	283	200	366	2	600	300	217	383	2	0	348123	348506	283.82	120.83
Recording23	Participant6	Rectangle 30	1332	333	250	566	4	3.38454	1332	333	250	566	4	1449	362	283	583	4	0	348506	348789	120.83	277.33
Recording23	Participant6	Rectangle 31	1016	508	300	716	2	3.23227	1016	508	300	716	2	1099	550	333	766	2	0	371673	372439	60.59	58.6
Recording23	Participant6	Rectangle 32	0				0		0				0	0				0	0				
Recording23	Participant6	Rectangle 33	4014	175	67	383	23	3.34896	4730	1182	183	2981	4	4896	1224	233	3015	4	18	339479	338163	91.58	176.45
Recording23	Participant6	Rectangle 34	4214	248	67	450	17	3.24168	4896	816	133	2865	6	5180	863	183	2931	6	9	352153	367359	221.31	49.25
Recording23	Participant6	Rectangle 35	7628	246	67	516	31	3.36796	8860	738	117	2332	12	9210	768	133	2365	12	15	345158	345408	39.24	42.71
Recording23	Participant6	Rectangle 36	71793	278	45	1116	258	3.47444	90538	4115	83	28891	22	91454	4157	100	28908	22	163	406265	407097	225.12	174.76
Recording23	Participant6	Rectangle 37	2548	283	83	700	9	3.41606	2748	1374	949	1799	2	2815	1407	966	1849	2	7	512081	553668	220.45	182.98
Recording23	Participant6	Rectangle 38	9060	259	67	516	35	3.43591	10859	1357	67	8494	8	11142	1393	100	8511	8	19	476859	476959	34.09	46.9
Recording23	Participant6	Rectangle 39	949	475	250	700	2	3.56844	949	475	250	700	2	999	500	283	716	2	0	513646	553668	67.02	182.98
Recording23	Participant6	Rectangle 40	500	167	83	300	3	3.35931	533	266	233	300	2	583	291	250	333	2	1	513313	513646	58.26	67.02
Recording23	Participant6	Rectangle 41	583	583	583	583	1	3.26905	583	583	583	583	1	616	616	616	616	1	0	512697	513313	91.39	58.26
Recording23	Participant6	Rectangle 42	366	183	133	233	2	3.36025	366	183	133	233	2	450	225	183	266	2	0	512081	512264	220.45	36.95
Recording23	Participant6	Rectangle 43	150	150	150	150	1	3.34835	150	150	150	150	1	167	167	167	167	1	0	512264	512431	36.95	68.97
Recording23	Participant6	Rectangle 44	13923	253	83	516	55	3.35532	15322	1094	100	3064	14	15872	1134	150	3114	14	39	404899	406265	51.2	225.12
Recording23	Participant6	Rectangle 45	8994	281	100	1149	32	3.37033	10026	1253	167	3797	8	10276	1284	183	3831	8	22	430031	469614	501.54	30.66
Recording23	Participant6	Rectangle 46	16288	276	67	1166	59	3.34891	18653	1166	67	5846	16	19286	1205	133	5862	16	36	459805	459938	131.32	33.01
